USER_STATE,HOTEL_STATE,Trip Type,Rating
NC,NC,2.84,3.56
NC,NM,2.0,2.0
NC,NV,3.0,2.0
NC,OH,1.0,4.5
NC,OK,2.0,3.0
NC,OR,2.0,3.5
NC,PA,3.0,4.0
NC,TN,2.6666666666666665,3.3333333333333335
NC,TX,2.6923076923076925,3.3461538461538463
NC,VA,2.0,3.0
NC,WA,2.0,4.0
NC,WI,3.0,4.0
ND,FL,1.0,4.0
ND,GA,1.5,4.5
NE,AZ,2.0,5.0
NE,CA,1.6666666666666667,3.6666666666666665
NE,CO,2.2,3.8
NE,FL,1.0,2.0
NE,IN,2.0,4.0
NE,KS,2.0,4.0
NE,KY,1.0,1.0
NE,MN,3.0,4.0
NE,NE,1.8888888888888888,3.3333333333333335
NE,NV,2.0,3.0
NE,OH,2.0,3.0
NE,OK,2.0,5.0
NE,OR,1.0,4.0
NE,TX,2.0,4.0
NJ,AZ,2.75,4.0
NJ,CA,2.2857142857142856,3.142857142857143
NJ,CO,1.0,4.0
NJ,FL,3.5,3.5
NJ,GA,3.5,3.5
NJ,IN,3.0,4.0
NJ,KY,3.0,3.5
NJ,MD,5.0,5.0
NJ,MI,2.0,5.0
NJ,MN,4.0,1.0
NJ,NC,3.1538461538461537,3.4615384615384617
NJ,NM,3.142857142857143,3.142857142857143
NJ,NV,1.0,3.0
NJ,OH,5.0,4.0
NJ,PA,3.0,4.0
NJ,TN,3.0,3.8
NJ,TX,2.625,4.0
NJ,WA,1.0,4.0
NJ,WI,3.5,4.0
NM,AZ,1.0,3.0
NM,CA,2.0,3.0
NM,CO,1.0,5.0
NM,KS,2.0,3.6666666666666665
NM,NM,2.7777777777777777,2.888888888888889
NM,OK,4.0,2.5
NM,TN,3.0,5.0
NM,TX,2.6,3.6
NV,AZ,2.2,4.2
NV,CA,2.5,3.8333333333333335
NV,CO,2.0,4.0
NV,FL,2.0,3.3333333333333335
NV,GA,2.0,4.0
NV,NM,3.2,4.0
NV,NV,2.8,4.2
NV,OH,2.5,4.5
NV,OK,2.0,3.0
NV,OR,4.0,5.0
NV,TN,1.0,4.0
NV,TX,2.909090909090909,3.5454545454545454
NY,AZ,2.5,3.5
NY,CA,3.4,3.9
NY,CO,2.25,3.75
NY,FL,2.3333333333333335,4.666666666666667
NY,GA,3.5714285714285716,3.7142857142857144
NY,IN,3.0,3.25
NY,KS,3.0,4.0
NY,KY,2.0,3.75
NY,MA,3.6,4.8
NY,MD,2.0,3.6666666666666665
NY,MI,1.3333333333333333,3.6666666666666665
NY,MN,3.0,3.0
NY,NC,3.1666666666666665,4.333333333333333
NY,NE,3.0,4.0
NY,NM,3.6363636363636362,3.1818181818181817
NY,NV,3.3333333333333335,4.0
NY,NY,4.0,5.0
NY,OH,1.5,3.5
NY,OK,3.5,4.0
NY,OR,3.6666666666666665,4.0
NY,PA,3.0,1.0
NY,TN,1.75,3.25
NY,TX,2.9393939393939394,3.1515151515151514
NY,VA,2.0,3.0
NY,WA,3.0,3.0
OH,AZ,3.2,4.2
OH,CA,2.857142857142857,3.5714285714285716
OH,CO,2.8333333333333335,4.166666666666667
OH,FL,2.857142857142857,3.5714285714285716
OH,GA,2.4,3.4
OH,IN,2.5555555555555554,3.7777777777777777
OH,KS,3.25,4.0
OH,KY,2.75,3.5
OH,MD,4.0,5.0
OH,MI,4.0,3.0
OH,NC,2.3846153846153846,3.769230769230769
OH,NE,2.6666666666666665,4.0
OH,NM,2.8,3.4
OH,NV,2.5,4.5
OH,NY,3.0,5.0
OH,OH,2.577777777777778,3.6666666666666665
OH,OK,2.6,3.4
OH,OR,2.3333333333333335,3.3333333333333335
OH,PA,3.0,4.0
OH,TN,3.076923076923077,3.3076923076923075
OH,TX,3.2222222222222223,3.388888888888889
OH,VA,3.0,3.5
OH,WA,2.0,4.0
OH,WI,3.25,3.5
OK,AZ,3.0,4.333333333333333
OK,CA,3.25,2.0
OK,IN,2.5,1.5
OK,KS,2.75,4.125
OK,KY,1.0,4.0
OK,NC,2.0,4.0
OK,NM,1.6666666666666667,4.333333333333333
OK,OK,2.260869565217391,3.550724637681159
OK,OR,3.0,3.0
OK,TN,1.8333333333333333,4.166666666666667
OK,TX,2.259259259259259,3.5925925925925926
OK,WI,3.0,5.0
OR,AZ,1.7142857142857142,3.4285714285714284
OR,CA,3.076923076923077,3.230769230769231
OR,GA,3.0,5.0
OR,KY,1.0,5.0
OR,NC,4.0,3.0
OR,NE,4.0,5.0
OR,NM,1.5,4.0
OR,NV,4.0,3.0
OR,OH,3.0,5.0
OR,OK,1.3333333333333333,4.333333333333333
OR,OR,1.8333333333333333,3.6666666666666665
OR,TN,1.0,4.5
OR,TX,3.142857142857143,3.0
OR,VA,4.0,3.0
OR,WA,3.0,3.6
PA,AZ,2.5714285714285716,3.857142857142857
PA,CA,2.8,3.7
PA,CO,2.3333333333333335,4.333333333333333
PA,FL,3.0,3.6
PA,GA,2.7142857142857144,2.857142857142857
PA,IN,2.0,3.0
PA,KY,2.0,4.0
PA,MD,3.0,5.0
PA,MI,3.0,4.0
PA,MN,3.4,3.0
PA,NC,2.2,3.7
PA,NE,3.5,5.0
PA,NM,2.0,3.5
PA,NV,2.0,4.0
PA,OH,2.25,3.5
PA,OK,2.75,4.0
PA,OR,1.5,1.25
PA,PA,3.0,4.0
PA,TN,3.0,4.0
PA,TX,2.6666666666666665,3.25
PA,WA,2.0,5.0
PA,WI,3.0,4.5
RI,AZ,3.0,4.0
RI,CA,3.0,3.0
RI,FL,4.0,4.5
RI,GA,3.0,3.0
RI,NC,3.0,3.5
RI,TN,3.0,4.0
RI,TX,3.0,3.0
SC,AZ,2.75,3.75
SC,CA,2.4,4.0
SC,CO,2.5,4.0
SC,FL,3.0,4.0
SC,GA,2.75,2.75
SC,IN,3.0,4.0
SC,KS,2.6666666666666665,3.0
SC,KY,3.0,2.0
SC,NC,2.6666666666666665,3.4444444444444446
SC,NE,1.0,5.0
SC,NM,2.8,3.2
SC,NV,2.0,2.5
SC,OK,2.0,5.0
SC,OR,3.0,3.0
SC,TN,3.0,4.0
SC,TX,3.142857142857143,3.0
SC,WA,1.5,4.5
SD,CO,3.0,2.0
SD,KS,3.0,2.0
SD,NE,2.0,3.5
SD,OK,3.0,5.0
TN,AZ,3.0,4.333333333333333
TN,CA,2.2,3.6
TN,CO,3.0,4.0
TN,FL,4.0,4.5
TN,GA,2.5384615384615383,3.769230769230769
TN,IL,3.0,4.0
TN,IN,1.6666666666666667,4.666666666666667
TN,KS,2.25,3.75
TN,KY,2.769230769230769,3.3076923076923075
TN,MD,4.0,1.0
TN,MI,2.0,4.0
TN,NC,2.5,3.5
TN,NM,2.0,3.0
TN,NV,2.0,2.0
TN,OH,2.2,3.6
TN,OK,3.25,3.25
TN,PA,4.0,3.0
TN,TN,2.774193548387097,3.7096774193548385
TN,TX,1.7894736842105263,4.157894736842105
TX,AZ,3.0,3.4285714285714284
TX,CA,2.4761904761904763,3.5238095238095237
TX,CO,3.0,3.5
TX,FL,2.6,3.4
TX,GA,2.9285714285714284,3.357142857142857
TX,IL,2.5,4.0
TX,IN,2.75,4.0
TX,KS,2.3333333333333335,3.533333333333333
TX,KY,2.3636363636363638,3.909090909090909
TX,MD,1.0,2.0
TX,MI,2.4285714285714284,3.5714285714285716
TX,MN,2.5,4.0
TX,NC,3.0,3.7777777777777777
TX,NE,2.7777777777777777,4.111111111111111
TX,NM,2.4482758620689653,3.7586206896551726
TX,NV,3.142857142857143,3.857142857142857
TX,NY,2.75,4.5
TX,OH,2.5,3.8
TX,OK,2.3783783783783785,3.824324324324324
TX,OR,3.2857142857142856,3.4285714285714284
TX,PA,3.0,3.5
TX,TN,2.2142857142857144,3.7857142857142856
TX,TX,2.414772727272727,3.7613636363636362
TX,VA,2.3333333333333335,5.0
TX,WA,2.6,3.0
TX,WI,2.5,3.75
UT,AZ,3.0,3.5
UT,CA,3.0,5.0
UT,CO,1.0,3.0
UT,FL,3.0,3.75
UT,KS,1.0,4.0
UT,MI,4.0,4.0
UT,NV,3.0,3.5
UT,OK,1.0,4.5
UT,TX,3.0,5.0
VA,AZ,2.6153846153846154,3.5384615384615383
VA,CA,3.4285714285714284,3.5714285714285716
VA,CO,3.5,3.5
VA,FL,3.0,4.0
VA,GA,2.5,3.8333333333333335
VA,IL,2.0,4.0
VA,IN,3.5,4.75
VA,KY,2.5,4.5
VA,MD,3.6666666666666665,3.0
VA,MI,3.0,4.0
VA,NC,2.736842105263158,3.736842105263158
VA,NE,3.0,4.5
VA,NM,2.6,3.0
VA,NV,2.0,3.0
VA,NY,3.0,3.5
VA,OH,2.25,3.125
VA,OK,3.1666666666666665,3.1666666666666665
VA,OR,3.5,3.5
VA,PA,3.5,4.0
VA,TN,2.727272727272727,3.272727272727273
VA,TX,2.8,3.657142857142857
VA,VA,3.0,5.0
VA,WA,2.6666666666666665,4.0
VA,WI,2.0,4.333333333333333
WA,AZ,3.0714285714285716,3.642857142857143
WA,CA,2.4705882352941178,4.176470588235294
WA,GA,2.0,3.5
WA,KS,4.0,3.0
WA,MD,3.5,3.0
WA,MI,2.875,3.375
WA,MN,3.0,3.0
WA,NC,3.0,4.0
WA,NV,2.0,4.0
WA,OH,2.0,2.5
WA,OK,3.0,4.0
WA,OR,1.7272727272727273,3.3636363636363638
WA,TN,2.25,4.25
WA,TX,2.7058823529411766,3.6470588235294117
WA,WA,3.25,3.25
WI,AZ,1.0,1.0
WI,CA,3.0,5.0
WI,CO,4.0,5.0
WI,IN,1.8571428571428572,2.857142857142857
WI,KS,3.0,5.0
WI,KY,2.5,3.5
WI,MN,2.3333333333333335,4.666666666666667
WI,NC,1.3333333333333333,2.0
WI,NE,3.0,4.0
WI,NM,2.0,3.6666666666666665
WI,NV,2.5,4.0
WI,OH,3.0,5.0
WI,OK,2.25,4.25
WI,TN,2.2,3.4
WI,TX,2.6666666666666665,3.5555555555555554
WI,WA,3.0,4.0
WI,WI,2.4,3.533333333333333
WV,FL,2.6666666666666665,4.0
WV,GA,3.0,4.5
WV,IN,1.0,5.0
WV,NC,3.6666666666666665,5.0
WV,OH,2.5,4.0
WV,TN,3.0,5.0
WV,VA,5.0,4.0
WY,CA,1.0,5.0
WY,CO,3.0,4.0
WY,FL,2.0,3.0
WY,TX,3.6,4.2
